smiles,inchikey,group,fold
CCC1=CC=CC=C1NC(=O)N2C[C@H]3C[C@@H](C2)C4=CC=CC(=O)N4C3,ZWULOVMIJRITDI,3,train
CC(C)[C@@H](C(=O)N[C@H](CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)N3CC(=O)NC4=CC=CC=C43,VTHSSPXBDLVFRZ,1,train
COC1=C(C(=C(C=C1)/C=C\2/C(=O)C3=C(O2)C=C(C=C3)OCC(=O)N4CCC(CC4)C(=O)O)OC)OC,YBWIAEIOEVTIHX,2,train
CC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)N3CCC(CC3)(C4=CC=CC=C4)C(=O)O,MJBZORKOZMBVFI,1,test
CC1=CC(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)N[C@@H](C4=CC=CC=C4)C(=O)O)(C)C,GHKUMLWXBYYVNR,1,val
CC1=C(OC2=C(C3=C(C=C12)C(=C(C(=O)O3)CCC(=O)NCCCN4C=CN=C4)C)C)C,KHNIUPOAMYNUEA,1,train
C[C@@H](C(=O)N1CCC[C@H]1C(=O)O)NC(=O)[C@H](CC2=CC=CC=C2)N3C(=O)C4=CC=CC=C4NC3=O,RQTRWPHICBJXKC,2,train
COC1=CC=C(C=C1)NC(=O)N2C[C@@H]3C[C@@H](C2)C4=CC=CC(=O)N4C3,NIKSXZOHKOSTKM,1,train
C1[C@@H]2CN(C[C@@H]1C3=CC=CC(=O)N3C2)C(=S)NC(=O)/C=C/C4=CC=C(C=C4)Cl,HLARKQDFTHYYRL,1,train
CC(=CCC1=C(C=CC(=C1O)C(=O)C)O)C,HUEWXRMYZUGMME,1,train
COC1=CC2=NC3=CC=CC=C3N=C2C=C1,YGSXHEXJOFMTHZ,1,train
COC1=C(C=C(C=C1)C(=O)N2C[C@H]3C[C@@H](C2)C4=CC=CC(=O)N4C3)OC,WWWDAHVNLIIAGH,2,val
CC1=CC2=C(C3=C(CCC3)C(=O)O2)C(=C1)OCC(=O)N[C@@H](C4=CC=CC=C4)C(=O)O,KTXGWIJAWIQNSQ,1,train
CC1=C(C=CC2=C1OC(=O)C3=C2CCC3)OCC(=O)N4CCC(CC4)C(=O)N,ATSPLIJCJXNINB,1,test
CC1(CC(=O)C2=C(C=C(C=C2O1)OCC(=O)NC3=CC(=CC(=C3)OC)OC)O)C,FBZHLBKQISORMN,2,train
CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCC4=CC(=C(C=C4C3)OC)OC)C,VUEXLOUGBAEPOY,6,val
C1=CC=C(C=C1)C2=CC(=O)OC3=CC(=C(C=C23)Cl)OCC(=O)NC(CC4=CNC5=C4C=C(C=C5)O)C(=O)O,XUWKURSOVGQIGQ,1,train
CCC1=CC(=O)OC2=C1C=CC(=C2C)OCC(=O)N3CC[C@]4(CCCC[C@H]4C3)O,ZKWQFTDBSVJWBJ,1,train
CC1=CC2=C(C(=C(C(=O)O2)C)C)C(=C1)OCC(=O)NCCC3=CNC4=CC=CC=C43,MPBSDEOKEAJHRH,1,train
CC1=CC(=CC=C1)NC(=O)N2C[C@H]3C[C@@H](C2)C4=CC=CC(=O)N4C3,QLEGWPDWXNOEIY,2,train
CC1=CC(=O)OC2=C1C=CC(=C2C)OCC(=O)NCC3CCC(CC3)C(=O)O,IYECSNOPLWSURQ,1,train
CCC(C)[C@@H](C(=O)N1CCC(CC1)C(=O)O)NC(=O)[C@H](CC2=CC=CC=C2)N3C(=O)C4=CC=CC=C4NC3=O,POVQJQHUPJJVAW,2,train
CCC1=CC=C(C=C1)NC(=O)CCNC(=O)N2C[C@H]3C[C@@H](C2)C4=CC=CC(=O)N4C3,QJIMGXJWUVAKOD,1,train
CC(=O)NC1=CC=C(C=C1)NC(=O)COC2=CC(=C3C(=O)CC(OC3=C2)(C)C)O,UEHSUUVWQIHXEP,4,train
C1CC(=O)N([C@@H]1C(=O)NC2=CC(=CC=C2)F)C3C4=CC=CC=C4C(=O)O3,HUJIMGYOMNEFQC,1,train
CCCC1=CC(=O)OC2=C1C=CC(=C2C)OCC(=O)N3CCC(CC3)(C4=CC=CC=C4)C(=O)O,XJBXSWOMPZIREV,1,train
CC1=CC2=C(C3=C(CCCC3)C(=O)O2)C(=C1)OCC(=O)N4CCC(CC4)C(=O)O,BBYMKSSAUUNUNH,1,test
CC(C1=C2C(=CC=C1)N=C3C(=N2)C=CC=C3C(=O)OC)O,CMJFOBNRYRSQGE,3,train
C1=CC=C(C=C1)N2C=CC=C2C=O,LXEQKKWJDGVPRW,4,test
COC1=CC=CC=C1CCNC(=O)CCC(=O)N2C[C@@H]3CC(C2)C4=CC=CC(=O)N4C3,BEFNEUNVEVOMOD,2,train
CCC(C1=CC=CC=C1)C(=O)N2C[C@H]3C[C@@H](C2)C4=CC=CC(=O)N4C3,VBXUEFAIPJPNBO,3,train
CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)NC(=O)N2[C@H](C(=O)NC3=CC=CC=C32)C(C)C,AVZUWHBERUIPIT,2,train
CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC(=O)N3CCC(CC3)(C4=CC=CC=C4)C(=O)O)C,DUGCQBOAAOTXDO,1,train
CC1=CC(=O)OC2=C1C=CC(=C2C)OCC(=O)N3CCC(CC3)(C4=CC=CC=C4)C(=O)O,YGZWIBIXFYRNQD,1,train
CC1=CC(=C2C(=C(C(=O)OC2=C1)CC(=O)N3C[C@H]4C[C@@H](C3)C5=CC=CC(=O)N5C4)C)O,FFRHJQOTBHWMEG,1,train
C[C@@H](C(=O)N1CCC[C@H]1C(=O)O)NC(=O)C2=CC3=C(N2C)C=CC(=C3)Cl,SRURUOMGBHAESL,3,train
CC1=CC(=O)OC2=C1C=CC(=C2)OC(C)C(=O)NCC3CCC(CC3)C(=O)O,GCWSGQPKIODBTC,1,train
CCC1=CC(=O)OC2=CC(=C(C=C12)Cl)OC(C)C(=O)NCC3CCC(CC3)C(=O)O,PRJMUHABANULGT,1,train
C1[C@@H]2CN(C[C@H]1C3=CC=CC(=O)N3C2)C(=O)NC4=CC(=CC=C4)Cl,OELDGZVOZGQIIC,2,test
CC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)N3CCC(CC3)C(=O)N,UVPRISLWQVBUHS,1,train
CC(=C)C(COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)OC(C)(C)C(COC4=C5C(=CC6=C4OC=C6)C=CC(=O)O5)O,AVODUFXCUYKMAY,10,train
C1CC(=O)N([C@@H]1C(=O)NC2=C(C=C(C=C2)Br)F)C3C4=CC=CC=C4C(=O)O3,PSNJRVIYUQOVPO,3,train
C1CC(=O)N([C@@H]1C(=O)NC2=CC(=C(C=C2)F)F)C3C4=CC=CC=C4C(=O)O3,TYNBQERPUSLOCV,1,val
CC(C)[C@H](C(=O)NCC1=CC=C(C=C1)F)NC(=O)C2CCN(CC2)C(=O)[C@@H]3CCCN3C(=O)OC(C)(C)C,LGHWEYMIURUVDB,3,train
CCCC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)N3C[C@H]4C[C@@H](C3)C5=CC=CC(=O)N5C4,XRWSZKKTRVKCJW,1,train
CCC(C)[C@@H](C(=O)NCC1CCC(CC1)C(=O)O)NC(=O)[C@H](CC2=CC=CC=C2)N3C(=O)C4=CC=CC=C4NC3=O,DARWWBXHWMVULB,4,train
CC1(C2=C(CCN1)C3=CC=CC=C3N2)C(=O)OC,SKAHIUROFYZNQA,2,train
CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC=C(C)C)CC(=O)N3C[C@H]4C[C@@H](C3)C5=CC=CC(=O)N5C4,OLZQIITXGLOYDE,3,train
C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)Br,KIKNJLOFPANLQI,3,test
CC(=O)C1=CC(=CC=C1)NC(=O)CN2CCC3=CC4=C(C=C3C2)OCCCO4,WQWHNWZUMBKISP,4,train
CC1=C(OC2=CC3=C(C=C12)C(=C(C(=O)O3)CCC(=O)NCC4=CC=CC=N4)C)C,HVKRKFBBXAFBCA,1,test
COC(=O)C1=CC(=CC=C1)NC(=O)N2C[C@H]3C[C@@H](C2)C4=CC=CC(=O)N4C3,UHBPGAZIRSJCPQ,1,train
CC1=C(C(=O)OC2=C1C=CC(=C2)OC)CC(=O)N3C[C@H]4C[C@@H](C3)C5=CC=CC(=O)N5C4,FNRNYVURAACLBA,1,train
CC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)N3CC[C@]4(CCCC[C@H]4C3)O,NSGJNGNQTQMOBX,1,train
CCOC1=CC=CC=C1C(=O)NCC(=O)O,OOWLKCOFLNMDFW,2,test
COC1=C(C2=C(C=C1)C=CC(=O)O2)C3=C(C=C4C(=C3)C=CC(=O)O4)OC,NFNSSVSQSNJVCR,5,val
COC1=CC=CC(=C1)C(=O)N2C[C@H]3C[C@@H](C2)C4=CC=CC(=O)N4C3,BPHFMWMNFVTTMB,2,test
C[C@@H](C(=O)NCC1=CC=CC=C1OC)NC(=O)C2CCN(CC2)C(=O)[C@H](CC(C)C)N,BRFNOJXPTOLWMI,3,train
CC1=C(C(=O)OC2=C1C=CC(=C2)OCC(=O)NC3=CC=CC=C3C(=O)N)C,TXGYAFMZOGJQPI,4,val
C1=CC=C(C=C1)OC2=COC3=CC(=CC(=C3C2=O)O)O,BTXMPQREBZRAKM,2,train
CCCCC1=CC(=O)OC2=C1C(=CC(=C2)C)OCC(=O)N3CCC(CC3)(C4=CC=CC=C4)C(=O)O,YSYIHPDPLHTIRM,3,train
CC1=COC2=CC3=C(C=C12)C(=C(C(=O)O3)CCC(=O)NCCCN4CCCC4=O)C,IINSYDKEJXOBGR,1,train
C1CC[C@@]2(CCN(C[C@@H]2C1)C(=O)COC3=CC4=C(C=C3)C=CC(=O)O4)O,GWOYTLYMCAAZGT,1,train
CCCCC1=CC(=O)OC2=CC(=C(C=C12)Cl)OC(C)C(=O)NCC3CCC(CC3)C(=O)O,RERZBPOOKQSLED,1,train
CC(C)[C@@H](C(=O)NC1=CC=CC=C1F)NC(=O)N2C[C@H]3C[C@@H](C2)C4=CC=CC(=O)N4C3,LWAFJAUWIUJDHP,2,train
COC1=CC(=C(C=C1)OC)NC(=O)N2C[C@H]3C[C@@H](C2)C4=CC=CC(=O)N4C3,UGPQOWDCQRDGPP,2,train
CC(=C)C1=CC2=C(O1)C=CC3=C2OC(=O)C=C3,FQCPXIJRWHRHIP,2,val
C[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)NC(=O)C2(CCN(CC2)C(=O)OC(C)(C)C)C3=CC=CC=C3,AFDGMGIAWGQKNZ,3,train
CC1=C(C=CC2=C1OC(=O)C3=C2CCCC3)OC(C)C(=O)N4C[C@H]5C[C@@H](C4)C6=CC=CC(=O)N6C5,LTDGKTSOPNVHFF,1,train
COC1=CC(=CC(=C1OC)OC)/C=C(/C(=O)NC(C2=CC=CC=C2)C(=O)O)\NC(=O)C3=CC=CC=C3,ZXZPFGGUUZDXND,9,test
COC1=C(C=C(C=C1)C(=O)NC(=S)N2CCCCC2C3=CN=CC=C3)OC,NBSGYTDQQVCASP,2,train
COC1=C(C=C2C(C3COC(=O)C3CC2=C1)C4=CC(=C(C=C4)O)OC)O,CAYMSCGTKZIVTN,1,train
CC1=C(C=CC2=C1OC(=O)C=C2C3=CC=CC=C3)OCC(=O)NCC(C4=CC=CC=C4)O,ZQRCQEQCXIFPQX,1,val
COC1=C(C(=C(C=C1)/C=C\2/C(=O)C3=C(O2)C=C(C=C3)OCC(=O)N4CCC[C@H]4C(=O)O)OC)OC,PUJBITQQWGDWIQ,1,train
CC1(CC(=O)C2=C(C=C(C=C2O1)OCC(=O)NC3=CC=C(C=C3)OC)O)C,XSTNTAIXZAKVEJ,2,train
CCC(C)[C@@H](C(=O)N[C@H](CC1=CC=CC=C1)C(=O)O)NC(=O)N2CC(=O)NC3=CC=CC=C32,HYEQZHORGPLPHC,1,train
CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)NC(=O)[C@@H]2C(SC3N2C(=O)C4=CC=CC=C34)(C)C,PZFUOFXCIAKGCY,9,train
CC(=CCOC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OCC=C(C)C)C,HJMDOAWWVCOEDW,2,train
CC1=C(C=CC2=C1OC(=O)C3=C2CCCC3)OCC(=O)N4CCC(CC4)C(=O)O,CGDBPWAXLQGOPH,2,train
C1CC(CCC1CNC(=O)COC2=C(C=C3C(=CC(=O)OC3=C2)C4=CC=CC=C4)Cl)C(=O)O,HAVINGMAQNEKHR,1,train
CC1(CC(=O)C2=C(C=C(C=C2O1)OCC(=O)N3CCN(CC3)C4=CC=CC=C4)O)C,WRBLKZLWSZZXDF,7,train
COC1=C(C=C2C(=C1)C(=O)C3=CC=CC=C3O2)OC,FWCWUPRCWDSQEN,1,train
CCCCC1=CC(=O)OC2=C1C(=CC(=C2)C)OCC(=O)N3CCC(CC3)C(=O)O,AOSOHBROROWIHR,1,train
CCN(CC)C(=O)CC1=CC=CC=C1,UXDAWVUDZLBBAM,2,train
C1C[C@H]2C3=C(CCN2C(=O)C1)C4=CC=CC=C4N3,RAWPBTDNWLONTE,2,train
CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC(=O)NCC3CCC(CC3)C(=O)O)CC4=CC=CC=C4,MYGUIHMKFFPJNA,1,test
C1C=CC(=O)O[C@H]1/C=C/C[C@H](C[C@@H](CCC2=CC=CC=C2)O)O,QSFJVCDVSIBMCG,9,val
C1CC(OC1)CNC(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C5=CC(=CC=C5)Cl,DMYSSGHGJCJXRJ,5,val
C[C@@H]1[C@@H](OC2=CC(=O)[C@@H](C[C@]12CC=C)OC)C3=CC(=C(C=C3)OC)OC,KFMNCNJSZCXIMA,3,train
C1=CC=C(C(=C1)CC(=O)C2=C(OC3=CC=CC=C32)N)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,FSCPLBXCTGZFSA,9,train
CC1=CC(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)NCC4=CC(=C(C=C4)OC)OC)(C)C,GZSQEKMGYKUTHA,2,train
CC(C)C1=CC=C(C=C1)NC(=O)[C@@H]2CCC(=O)N2C3C4=CC=CC=C4C(=O)O3,IDMLIENVTZYKNK,3,train
COC1=CC(=CC(=C1OC)OC)C2=C3C(=CC(=N2)C(=O)NC4CCN(CC4)CC5=CC=CC=C5)C6=CC=CC=C6N3,NETWVFJUARMYDT,4,train
COC1=C(C=C(C=C1)/C=C\2/C(=O)C3=C(O2)C=C(C=C3)OCC(=O)N4CCC[C@H]4C(=O)O)OC,LFMFUNZQJXVTSG,1,train
CC(=O)OC1=C(C=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)OC)OC,OLSFYFUZJCERJF,3,train
CCCCOC(=O)C1=CN=CC=C1,DQULIMIQTCDUAN,3,train
CCC1=CC(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)NCC4=CC=NC=C4)(C)C,RKYRFQLKAHOXEE,1,train
COC1=C(C=C2CN(CCC2=C1)C(=O)CN3C=CC=CC3=O)OC,NOFPMGWDFVQQRC,9,train
C1[C@H](N(CC1O)C(=O)COC2=CC3=C(C=C2)C(=O)/C(=C/C4=CC5=C(C=C4)OCO5)/O3)C(=O)O,ITCPJXVUXQJWLA,2,test
CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC(=O)NC(CC3=CNC4=C3C=C(C=C4)O)C(=O)O)C,MHVGZGYYFNJIHZ,1,train
CC(=CCC/C(=C/COC1=C(C=C(C=C1OC)/C=C/CO)OC)/C)C,MWNIFFJAKKQUJF,2,train
CC1=C(C(=O)OC2=CC3=C(C=C12)C4=C(O3)CCCC4)CCC(=O)N5CCC(CC5)C(=O)O,BMLWBZAVQVXKPY,5,train
C1=C(C2=C(N=CN=C2N1C3C(C(C(O3)CO)O)O)N)C(=O)N,OBZJZDHRXBKKTJ,4,train
CCCC(C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)NC(=O)CC2=C(C3=C(C(=C4C(=C3)C(=C(O4)C)C)C)OC2=O)C,WEZQHZWQIIMTES,1,train
C1[C@@H]2CN(C[C@H]1C3=CC=CC(=O)N3C2)C(=O)NC4=CC=CC=C4C(=O)O,KBEFEQMDJBJJLL,1,test
CC(=CCC1=C2C(=CC(=C1OC)OC)C=CC(=O)O2)C,NNBURDJZOIAAHY,1,train
C1=CC(=O)C2=C3C=CNC4=C3N(C2=C1)C(=O)C=C4,KXFAUPPCQVBDBN,2,train
CCC1=CC(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)NCC4=CC=CO4)(C)C,QSOLSFFTLVCXIB,1,val
CC1=C(C=CC2=C1OC(=O)C3=CC=CC=C23)OCC(=O)N4CCC(CC4)C(=O)N,NXXSJFHAQRBSKZ,1,test
CC1=C2C=CN=CC2=C(C3=C1NC4=C3C=C(C=C4)OC)C,BKRMCDAOAQWNTG,2,train
C1=CC2=C(C=C1O)OC(=O)C=C2O,CYSRKZFPSNZSCS,1,val
CC1=C(C(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)N4CCC(CC4)C(=O)N)(C)C)C,GLBWBVLCGWIKCB,2,test
CCOC(=O)C1=C(C(=O)C2=C(C=C(C=C2O1)O)O)OCC3=CC=CC=C3,CCDVHOPGVALFAG,8,train
CC1=C(C(=O)OC2=C1C=CC(=C2C)O)CCC(=O)NC3CC3,JRYNNKSSMKSHIQ,1,train
CC(=O)OC(COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC)C(C)(C)O,OIBYSERMZSUBGK,4,train
COC1=C(C=C(C=C1)CN2CCC3=CC(=C(C=C3C2)OC)OC)O,PLFGRBPWZRSCHW,2,train
CC1=C(C(=O)OC2=C(C3=C(C=C12)C4=C(O3)CCCC4)C)CCC(=O)NCCCN5C=CN=C5,UZOWNJLPOYFYLR,1,train
CC1=C(C=CC2=C1OC(=O)C=C2C3=CC=CC=C3)OCC(=O)NCC4=CC=CC=N4,TWFNUBNWFMNQCU,1,test
CCC(C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O)NC(=O)CCC2=C(C3=C(C=C4C(=C3)C(=C(O4)C)C)OC2=O)C,DUBZTDQBWNJMMM,3,train
C1=CC=C(C=C1)C(=O)N2[C@H](C(C(C3=CC=CC=C32)O)O)C#N,MLECIHPSKWCZFV,2,train
CC1=CC(=CC(=C1)NC(=O)[C@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@@H]4CC5=CC=CC=C5CN4)C,OYSKVILZFAAMME,1,train
CC1=COC2=CC3=C(C=C12)C(=C(C(=O)O3)CCC(=O)NCCCN4C=CN=C4)C,BLOZOEBXLKSCDH,1,val
COC1C(CC2CN3CCC4=C(C3CC2C1CO)NC5=C4C=CC(=C5)OC)O,YCLAQLTVHNAEEQ,2,val
C1[C@H]2CN(CC1C3=CC=CC(=O)N3C2)C(=O)CCC(=O)NCCC4=CC=CC=C4F,JBUKTYKVQGJXQW,1,test
COC1=CC=C(C=C1)C2=CC(=O)OC3=C2C=CC(=C3)OCC(=O)NCC4=CC=CC=N4,ZEMPAUQCGGAMBQ,1,test
CC1=COC2=CC3=C(C=C12)C(=C(C(=O)O3)CCC(=O)NC4CC4)C,LKBNGEQSWWXHSY,1,train
CC1=COC2=C(C3=C(C=C12)C(=C(C(=O)O3)CCC(=O)NCCCN4CCOCC4)C)C,PFJYOZMBJAREMV,1,train
CC1=COC2=CC3=C(C=C12)C(=C(C(=O)O3)CCC(=O)N4C[C@H]5C[C@@H](C4)C6=CC=CC(=O)N6C5)C,VUWMLTCBBVFJTC,1,train
C1CN(CCC1C(=O)N)C(=O)COC2=CC3=C(C=C2)C=CC(=O)O3,WUJIVYPXVXGIJD,1,test
C1CCC2=C(C1)C3=C(C=C(C=C3)OCC(=O)N4C[C@H]5C[C@@H](C4)C6=CC=CC(=O)N6C5)OC2=O,HKBYEHNTKISRIN,1,train
C/C=C/1\CN2[C@H]3CC1C4[C@@H]2C[C@@]5([C@H]3N(C6=CC=CC=C65)C)[C@@H]4O,VBEQZFNVRMPLSM,2,train
CC(=CCC1=C(C(=C2C(=C1O)C(=O)CC(O2)C3=CC=C(C=C3)O)CC=C(C)C)O)C,HCNLDGTUMBOHKT,2,train
CC1=CC(=O)OC2=CC(=C(C=C12)Cl)OCC(=O)N3C[C@H]4C[C@@H](C3)C5=CC=CC(=O)N5C4,KHMHKCOWJSAGRF,1,test
CCC1=C(N=C(NC1=O)SCC(=O)N2CCC3=CC(=C(C=C3[C@@H]2C)OC)OC)O,WQLAGMMDTNEVTH,1,train
C[C@@H]1[C@H](C2(C(C1(C=C(C(=O)O2)OC)CC=C)O)OC)C3=CC4=C(C=C3)OCO4,IUHQIKDZBFIBHL,6,train
CC1=CC2=C(C(=C(C(=O)O2)CC(=O)NCCCN3CCCC3=O)C)C4=C1C(=C(O4)C)C,HQJXKRZUFONNQA,5,train
COC1=C(C=CC(=C1)CC2COC(=O)C2(CC3=CC(=C(C=C3)O)OC)O)O,ZITBJWXLODLDRH,1,train
CC1=CC2=C(C(=C(C(=O)O2)C)C)C(=C1)OCC(=O)N3CCC(CC3)C(=O)O,CPNFMHOQYNWLQO,1,train
CC(C)[C@H]1C(=O)NC2=CC=CC=C2N1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)O,ZPYOAQNUBHWSFW,3,train
COC1=CC(=CC(=C1OC)OC)C(=O)NC(=S)N2C[C@H]3C[C@H](C2)C4=CC=CC(=O)N4C3,AIVKMXQXXMVVJY,2,train
CC1=CC(=CC=C1)NC(=O)[C@H](C(C)C)NC(=O)N2C[C@H]3C[C@@H](C2)C4=CC=CC(=O)N4C3,YFZBJVTZUSFVJF,2,train
CCCC1=CC(=O)OC2=C1C=CC(=C2C)OCC(=O)N3CCC(CC3)C(=O)O,ASTVQIYCKUTUJK,1,train
COC1=CC(=CC(=C1)C(=O)NC(=S)N2CCCCC2C3=CN=CC=C3)OC,LSNOHYQIJSBYPH,2,train
C1COCCN1CCCNC(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C5=CC(=CC=C5)Br,HVFOSRLQFFYGMP,2,val
C1CNC(=S)C12C3=CC=CC=C3NC2=S,OIDCZOCVOJNTRE,6,train
COC1=CC2=C(C=C1)C3=C(C=C(C=C3)OCC(=O)NCC4CCC(CC4)C(=O)O)OC2=O,MQGHBBGWYHTZHS,2,train
CCC1=CC(=O)OC2=C1C=CC(=C2C)OC(C)C(=O)N3CCC[C@@H]3C(=O)O,HIQXOQJXNWRHBJ,1,train
CN(CCC1=CC2=C(C(=C1C=C3C(=O)NC(=O)NC3=O)OC)OCO2)C(=O)C4=CC=CC=C4,PVSWCIQNCLYJJV,1,train
CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)CCC2=CC=C(C=C2)O)O)C,SVTCZHIDEDUTBH,1,train
CC1=C2C(=CC(=N1)C(=O)O)C3=CC=CC=C3N2,MFEZJNMQTQMDRQ,1,test
CC1=C(OC2=CC3=C(C=C12)C(=C(C(=O)O3)CC(=O)NCC(=O)N[C@H](C4=CC=CC=C4)C(=O)O)C)C,MSXOSDJERSCOQW,3,val
C[C@@H](C(=O)NCC1=CC=CC=C1OC)NC(=O)C2CCN(CC2)C(=O)[C@H](CCSC)NC(=O)OC(C)(C)C,OOXFYQVRTMCLBW,2,val
CC1=CC2=C(C(=CC(=O)O2)C)C(=C1)OCC(=O)NC3=CC=CC=C3C(=O)N,ACEWQEJAZMGQGK,4,train
CC(C)[C@@H](C(=O)NCC1CCCO1)NC(=O)[C@@H]2CC3=C(C4N2C(=O)C5=CC=CC=C45)NC6=CC=CC=C36,MKYGYEGRROZEKQ,1,train
CC(C)C[C@@H](C(=O)N1CCC[C@@H]1C(=O)O)NC(=O)[C@@H]2CC3=C(C4N2C(=O)C5=CC=CC=C45)NC6=CC=CC=C36,CFUNPOBDQKNWHN,2,train
CC1=C(C(=O)OC2=C3CCC(OC3=CC(=C12)OCC(=O)NCC4=CC=CO4)(C)C)C,BWHHTYGQTQWLHV,1,train
CCCCC1=CC(=O)OC2=C1C=CC(=C2C)OCC(=O)N3C[C@H]4C[C@@H](C3)C5=CC=CC(=O)N5C4,VZXXKDXPNLDDQT,1,val
COC(=O)C1=NC=CC2=C1NC3=CC=CC=C23,FRNCTTUBAHKEBZ,3,train
CC[C@H]1C2=C(C[C@H]3N1C(=O)N(C3=O)C4=CC=C(C=C4)F)C5=CC=CC=C5N2,SBUXRMKDJWEXRL,8,train
CCCCCC(=O)N[C@@H](C1=CC=CC=C1)[C@H](C(=O)O[C@H]2C[C@]3([C@H](C4[C@@]([C@H](C[C@@H]5[C@]4(CO5)OC(=O)C)O)(C(=O)[C@@H](C(=C2C)C3(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O)O,BEHTXUBGUDGCNQ,4,train
CC1=CC=C(C=C1)CNC(=O)[C@H](C)NC(=O)C2CCN(CC2)C(=O)[C@@H]3CCCN3C(=O)OC(C)(C)C,MYHSTFYQUQCVIJ,3,test
CC1=C(C(=O)OC2=C1C=CC(=C2C)OC(C)C(=O)N3C[C@H]4C[C@@H](C3)C5=CC=CC(=O)N5C4)C,OCMDUTAXPFPIQL,1,train
C1[C@@H]2CN(C[C@H]1C3=CC=CC(=O)N3C2)C(=O)NCCC(=O)NC4=CC=C(C=C4)F,HTMKRLYOQKLMAL,2,train
CC1=C(C(=O)OC2=CC3=C(C=C12)C(=CO3)C(C)(C)C)CC(=O)N4C[C@H]5C[C@@H](C4)C6=CC=CC(=O)N6C5,IAGAMKNGZRIHJO,3,val
CC1=C(C=CC2=C1OC(=O)C3=CC=CC=C23)OCC(=O)N4CCC(CC4)C(=O)O,KEEVAKDTDRFWQI,1,train
CCCCC1=CC(=O)OC2=C1C=CC(=C2)OCC(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O,ZSYSVZDAQKHYJN,1,train
CCCCC1=CC(=O)OC2=C1C=CC(=C2C)OCC(=O)N3CCC(CC3)C(=O)N,BWBSGDPCKLJCTF,1,train
CC1C2=CC3=C(C=C2CCN1CC(=O)NC4=CC=CC=C4)OCCCO3,NZKAQZURXRPUQX,1,train
C[C@@H](C(=O)NCCC1=CC=CC=C1)N2C(=O)[C@@]3(C4=C(CCN3C2=O)C5=CC=CC=C5N4)C,CPFKTTQCEPZJGA,2,train
CCC(C)[C@@H](C(=O)N[C@H](C1=CC=CC=C1)C(=O)O)NC(=O)C2(CCN(CC2)C(=O)OC(C)(C)C)C3=CC=CC=C3,RJZDRVVVKUSABJ,3,train
C1CCC2=C(C1)C3=C(C=C(C=C3)OCC(=O)N[C@@H](CC4=CC=CC=C4)C(=O)O)OC2=O,NZIGMFUVQTXHJU,1,train
CC1(CC(=O)C2=C(C=C(C=C2O1)OCC(=O)NC3=CC=C(C=C3)S(=O)(=O)N)O)C,BELDXALZBZBVSZ,4,train
C1=CC(=C(C=C1C2=CC3=CC(=CC(=C3C(=O)O2)O)O)O)O,NHFGEHLUROYMEB,1,train
COC1=CC=C(C=C1)CN2C3=C(C=C(C2=N)C(=O)NCC4CCCO4)C(=O)N5C=CC=CC5=N3,REVGSMFILFTBCB,5,test
CC1=CC=C(C=C1)CNC(=O)[C@H](C(C)C)NC(=O)C2CCN(CC2)C(=O)[C@@H]3CCCN3,YAQNNOLWSOWJMO,2,train
CC(C)[C@@H](C(=O)N1CCC[C@H]1C(=O)O)NC(=O)C2=CC3=C(C=CC(=C3N2C)OC)OC,PVEHSUFJPRIBJW,2,train
